,file,ph seq,transcript
6759,WOMAN_JD_6759_989A,sil n_B ay_I n_E ey_B t_E n_B ay_I n_E sil, nine eight nine
6760,WOMAN_JD_6760_99O29A,sil n_B ay_I n_E n_B ay_I n_E ow_S t_B uw_E n_B ay_I n_E sil, nine nine oh two nine
6761,WOMAN_JD_6761_9A,sil n_B ay_I n_E sil, nine
6762,WOMAN_JD_6762_9B,sil n_B ay_I n_E sil, nine
6763,WOMAN_JD_6763_O3O66A,sil ow_S th_B r_I iy_E ow_S s_B ih_I k_I s_E s_B ih_I k_I s_E sil, oh three oh six six
6764,WOMAN_JD_6764_O5A,sil ow_S f_B ay_I v_E sil, oh five
6765,WOMAN_JD_6765_O7547O4A,sil ow_S s_B eh_I v_I ah_I n_E f_B ay_I v_E f_B ao_I r_E s_B eh_I v_I ah_I n_E ow_S f_B ao_I r_E sil, oh seven five four seven oh four
6766,WOMAN_JD_6766_O791A,sil ow_S s_B eh_I v_I ah_I n_E n_B ay_I n_E hh_B w_I ah_I n_E sil, oh seven nine one
6767,WOMAN_JD_6767_OA,sil ow_S sil, oh
6768,WOMAN_JD_6768_OB,sil ow_S sil, oh
6769,WOMAN_JD_6769_OO3A,sil ow_S ow_S th_B r_I iy_E sil, oh oh three
6770,WOMAN_JD_6770_Z571A,sil z_B iy_I r_I ow_E f_B ay_I v_E s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E sil, zero five seven one
6771,WOMAN_JD_6771_Z67A,sil z_B iy_I r_I ow_E s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E sil, zero six seven
6772,WOMAN_JD_6772_Z8A,sil z_B iy_I r_I ow_E ey_B t_E sil, zero eight
6773,WOMAN_JD_6773_ZA,sil z_B iy_I r_I ow_E sil, zero
6774,WOMAN_JD_6774_ZB,sil z_B iy_I r_I ow_E sil, zero
6775,WOMAN_JD_6775_ZZ39A,sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E th_B r_I iy_E n_B ay_I n_E sil, zero zero three nine
6776,WOMAN_JD_6776_ZZA,sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E sil, zero zero
6777,WOMAN_JE_6777_3A,sil th_B r_I iy_E sil, three
6778,WOMAN_JE_6778_695A,sil s_B ih_I k_I s_E n_B ay_I n_E f_B ay_I v_E sil, six nine five
6779,WOMAN_JE_6779_11A,sil hh_B w_I ah_I n_E hh_B w_I ah_I n_E sil, one one
6780,WOMAN_JE_6780_12ZZ662A,sil hh_B w_I ah_I n_E t_B uw_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E s_B ih_I k_I s_E s_B ih_I k_I s_E sil t_B uw_E sil, one two zero zero six six two
6781,WOMAN_JE_6781_13Z74A,sil hh_B w_I ah_I n_E sil th_B r_I iy_E z_B iy_I r_I ow_E s_B eh_I v_I ah_I n_E f_B ao_I r_E sil, one three zero seven four
6782,WOMAN_JE_6782_18A,sil hh_B w_I ah_I n_E ey_B t_E sil, one eight
6783,WOMAN_JE_6783_199OOA,sil hh_B w_I ah_I n_E n_B ay_I n_E sil n_B ay_I n_E ow_S ow_S sil, one nine nine oh oh
6784,WOMAN_JE_6784_1A,sil hh_B w_I ah_I n_E sil, one
6785,WOMAN_JE_6785_1B,sil hh_B w_I ah_I n_E sil, one
6786,WOMAN_JE_6786_223O914A,sil t_B uw_E sil t_B uw_E th_B r_I iy_E sil ow_S n_B ay_I n_E hh_B w_I ah_I n_E f_B ao_I r_E sil, two two three oh nine one four
6787,WOMAN_JE_6787_269A,sil t_B uw_E s_B ih_I k_I s_E n_B ay_I n_E sil, two six nine
6788,WOMAN_JE_6788_26O3A,sil t_B uw_E s_B ih_I k_I s_E ow_S th_B r_I iy_E sil, two six oh three
6789,WOMAN_JE_6789_27A,sil t_B uw_E s_B eh_I v_I ah_I n_E sil, two seven
6790,WOMAN_JE_6790_2928244A,sil t_B uw_E n_B ay_I n_E t_B uw_E sil ey_B t_E sil t_B uw_E sil f_B ao_I r_E f_B ao_I r_E sil, two nine two eight two four four
6791,WOMAN_JE_6791_2A,sil t_B uw_E sil, two
6792,WOMAN_JE_6792_2B,sil t_B uw_E sil, two
6793,WOMAN_JE_6793_323A,sil th_B r_I iy_E sil t_B uw_E th_B r_I iy_E sil, three two three
6794,WOMAN_JE_6794_3366A,sil th_B r_I iy_E th_B r_I iy_E s_B ih_I k_I s_E s_B ih_I k_I s_E sil, three three six six
6795,WOMAN_JE_6795_33A,sil th_B r_I iy_E sil th_B r_I iy_E sil, three three
6796,WOMAN_JE_6796_3486ZA,sil th_B r_I iy_E f_B ao_I r_E ey_B t_E sil s_B ih_I k_I s_E z_B iy_I r_I ow_E sil, three four eight six zero
6797,WOMAN_JE_6797_386A,sil th_B r_I iy_E ey_B t_E s_B ih_I k_I s_E sil, three eight six
6798,WOMAN_JE_6798_3B,sil th_B r_I iy_E sil, three
6799,WOMAN_JE_6799_437A,sil f_B ao_I r_E th_B r_I iy_E s_B eh_I v_I ah_I n_E sil, four three seven
6800,WOMAN_JE_6800_4765A,sil f_B ao_I r_E s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E f_B ay_I v_E sil, four seven six five
6801,WOMAN_JE_6801_47O7A,sil f_B ao_I r_E s_B eh_I v_I ah_I n_E ow_S s_B eh_I v_I ah_I n_E sil, four seven oh seven
6802,WOMAN_JE_6802_49A,sil f_B ao_I r_E n_B ay_I n_E sil, four nine
6803,WOMAN_JE_6803_4A,sil f_B ao_I r_E sil, four
6804,WOMAN_JE_6804_4B,sil f_B ao_I r_E sil, four
6805,WOMAN_JE_6805_4Z22A,sil f_B ao_I r_E z_B iy_I r_I ow_E t_B uw_E t_B uw_E sil, four zero two two
6806,WOMAN_JE_6806_51856A,sil f_B ay_I v_E hh_B w_I ah_I n_E ey_B t_E f_B ay_I v_E s_B ih_I k_I s_E sil, five one eight five six
6807,WOMAN_JE_6807_5253165A,sil f_B ay_I v_E t_B uw_E f_B ay_I v_E sil th_B r_I iy_E hh_B w_I ah_I n_E sil s_B ih_I k_I s_E f_B ay_I v_E sil, five two five three one six five
6808,WOMAN_JE_6808_5316241A,sil f_B ay_I v_E th_B r_I iy_E hh_B w_I ah_I n_E sil s_B ih_I k_I s_E t_B uw_E f_B ao_I r_E hh_B w_I ah_I n_E sil, five three one six two four one
6809,WOMAN_JE_6809_55Z2ZZ8A,sil f_B ay_I v_E f_B ay_I v_E z_B iy_I r_I ow_E sil t_B uw_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E ey_B t_E sil, five five zero two zero zero eight
6810,WOMAN_JE_6810_5A,sil f_B ay_I v_E sil, five
6811,WOMAN_JE_6811_5B,sil f_B ay_I v_E sil, five
6812,WOMAN_JE_6812_5ZA,sil f_B ay_I v_E z_B iy_I r_I ow_E sil, five zero
6813,WOMAN_JE_6813_63781A,sil s_B ih_I k_I s_E th_B r_I iy_E s_B eh_I v_I ah_I n_E ey_B t_E hh_B w_I ah_I n_E sil, six three seven eight one
6814,WOMAN_JE_6814_641A,sil s_B ih_I k_I s_E sil f_B ao_I r_E hh_B w_I ah_I n_E sil, six four one
6815,WOMAN_JE_6815_64ZZ5A,sil s_B ih_I k_I s_E f_B ao_I r_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E f_B ay_I v_E sil, six four zero zero five
6816,WOMAN_JE_6816_67A,sil s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E sil, six seven
6817,WOMAN_JE_6817_6A,sil s_B ih_I k_I s_E sil, six
6818,WOMAN_JE_6818_6B,sil s_B ih_I k_I s_E sil, six
6819,WOMAN_JE_6819_72A,sil s_B eh_I v_I ah_I n_E t_B uw_E sil, seven two
6820,WOMAN_JE_6820_73ZA,sil s_B eh_I v_I ah_I n_E th_B r_I iy_E z_B iy_I r_I ow_E sil, seven three zero
6821,WOMAN_JE_6821_771OA,sil s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E sil ow_S sil, seven seven one oh
6822,WOMAN_JE_6822_7936ZA,sil s_B eh_I v_I ah_I n_E n_B ay_I n_E th_B r_I iy_E s_B ih_I k_I s_E z_B iy_I r_I ow_E sil, seven nine three six zero
6823,WOMAN_JE_6823_7A,sil s_B eh_I v_I ah_I n_E sil, seven
6824,WOMAN_JE_6824_7B,sil s_B eh_I v_I ah_I n_E sil, seven
6825,WOMAN_JE_6825_7O176A,sil s_B eh_I v_I ah_I n_E sil ow_S hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E sil, seven oh one seven six
6826,WOMAN_JE_6826_83A,sil ey_B t_E th_B r_I iy_E sil, eight three
6827,WOMAN_JE_6827_84A,sil ey_B t_E f_B ao_I r_E sil, eight four
6828,WOMAN_JE_6828_87Z56A,sil ey_B t_E s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E f_B ay_I v_E s_B ih_I k_I s_E sil, eight seven zero five six
6829,WOMAN_JE_6829_882A,sil ey_B t_E ey_B t_E sil t_B uw_E sil, eight eight two
6830,WOMAN_JE_6830_8A,sil ey_B t_E sil, eight
6831,WOMAN_JE_6831_8B,sil ey_B t_E sil, eight
6832,WOMAN_JE_6832_8OA,sil ey_B t_E ow_S sil, eight oh
6833,WOMAN_JE_6833_91Z6A,sil n_B ay_I n_E hh_B w_I ah_I n_E z_B iy_I r_I ow_E s_B ih_I k_I s_E sil, nine one zero six
6834,WOMAN_JE_6834_9284O68A,sil n_B ay_I n_E t_B uw_E ey_B t_E sil f_B ao_I r_E sil ow_S sil s_B ih_I k_I s_E ey_B t_E sil, nine two eight four oh six eight
6835,WOMAN_JE_6835_96O45A,sil n_B ay_I n_E s_B ih_I k_I s_E sil ow_S f_B ao_I r_E f_B ay_I v_E sil, nine six oh four five
6836,WOMAN_JE_6836_98712A,sil n_B ay_I n_E ey_B t_E s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E t_B uw_E sil, nine eight seven one two
6837,WOMAN_JE_6837_9A,sil n_B ay_I n_E sil, nine
6838,WOMAN_JE_6838_9B,sil n_B ay_I n_E sil, nine
6839,WOMAN_JE_6839_9Z94ZZ3A,sil n_B ay_I n_E z_B iy_I r_I ow_E n_B ay_I n_E sil f_B ao_I r_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E th_B r_I iy_E sil, nine zero nine four zero zero three
6840,WOMAN_JE_6840_O21958OA,sil ow_S t_B uw_E hh_B w_I ah_I n_E sil n_B ay_I n_E f_B ay_I v_E ey_B t_E sil ow_S sil, oh two one nine five eight oh
6841,WOMAN_JE_6841_O29A,sil ow_S t_B uw_E n_B ay_I n_E sil, oh two nine
6842,WOMAN_JE_6842_O357839A,sil ow_S th_B r_I iy_E f_B ay_I v_E sil s_B eh_I v_I ah_I n_E ey_B t_E th_B r_I iy_E n_B ay_I n_E sil, oh three five seven eight three nine
6843,WOMAN_JE_6843_O5OA,sil ow_S f_B ay_I v_E ow_S sil, oh five oh
6844,WOMAN_JE_6844_O946754A,sil ow_S n_B ay_I n_E f_B ao_I r_E s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E f_B ay_I v_E f_B ao_I r_E sil, oh nine four six seven five four
6845,WOMAN_JE_6845_OA,sil ow_S sil, oh
6846,WOMAN_JE_6846_OB,sil ow_S sil, oh
6847,WOMAN_JE_6847_Z158A,sil z_B iy_I r_I ow_E hh_B w_I ah_I n_E f_B ay_I v_E ey_B t_E sil, zero one five eight
6848,WOMAN_JE_6848_Z159A,sil z_B iy_I r_I ow_E hh_B w_I ah_I n_E f_B ay_I v_E n_B ay_I n_E sil, zero one five nine
6849,WOMAN_JE_6849_Z43A,sil z_B iy_I r_I ow_E f_B ao_I r_E th_B r_I iy_E sil, zero four three
6850,WOMAN_JE_6850_Z498A,sil z_B iy_I r_I ow_E sil f_B ao_I r_E n_B ay_I n_E ey_B t_E sil, zero four nine eight
6851,WOMAN_JE_6851_Z881A,sil z_B iy_I r_I ow_E ey_B t_E ey_B t_E hh_B w_I ah_I n_E sil, zero eight eight one
6852,WOMAN_JE_6852_ZA,sil z_B iy_I r_I ow_E sil, zero
6853,WOMAN_JE_6853_ZB,sil z_B iy_I r_I ow_E sil, zero
6854,WOMAN_JW_6854_3B,sil th_B r_I iy_E sil, three
6855,WOMAN_JW_6855_6B,sil s_B ih_I k_I s_E sil, six
6856,WOMAN_JW_6856_11A,sil hh_B w_I ah_I n_E hh_B w_I ah_I n_E sil, one one
6857,WOMAN_JW_6857_17353A,sil hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E th_B r_I iy_E f_B ay_I v_E th_B r_I iy_E sil, one seven three five three
6858,WOMAN_JW_6858_18O1OA,sil hh_B w_I ah_I n_E ey_B t_E ow_S sil hh_B w_I ah_I n_E ow_S sil, one eight oh one oh
6859,WOMAN_JW_6859_19O37A,sil hh_B w_I ah_I n_E n_B ay_I n_E sil ow_S th_B r_I iy_E s_B eh_I v_I ah_I n_E sil, one nine oh three seven
6860,WOMAN_JW_6860_1A,sil hh_B w_I ah_I n_E sil, one
6861,WOMAN_JW_6861_1B,sil hh_B w_I ah_I n_E sil, one
6862,WOMAN_JW_6862_1ZA,sil hh_B w_I ah_I n_E z_B iy_I r_I ow_E sil, one zero
6863,WOMAN_JW_6863_2278O91A,sil t_B uw_E t_B uw_E s_B eh_I v_I ah_I n_E sil ey_B t_E ow_S n_B ay_I n_E hh_B w_I ah_I n_E sil, two two seven eight oh nine one
6864,WOMAN_JW_6864_245A,sil t_B uw_E f_B ao_I r_E f_B ay_I v_E sil, two four five
6865,WOMAN_JW_6865_268ZA,sil t_B uw_E s_B ih_I k_I s_E ey_B t_E z_B iy_I r_I ow_E sil, two six eight zero
6866,WOMAN_JW_6866_2838A,sil t_B uw_E ey_B t_E sil th_B r_I iy_E ey_B t_E sil, two eight three eight
6867,WOMAN_JW_6867_288A,sil t_B uw_E ey_B t_E ey_B t_E sil, two eight eight
6868,WOMAN_JW_6868_2A,sil t_B uw_E sil, two
6869,WOMAN_JW_6869_2B,sil t_B uw_E sil, two
6870,WOMAN_JW_6870_3167OO1A,sil th_B r_I iy_E hh_B w_I ah_I n_E s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E ow_S ow_S hh_B w_I ah_I n_E sil, three one six seven oh oh one
6871,WOMAN_JW_6871_3376Z7ZA,sil th_B r_I iy_E th_B r_I iy_E s_B eh_I v_I ah_I n_E sil s_B ih_I k_I s_E z_B iy_I r_I ow_E sil s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E sil, three three seven six zero seven zero
6872,WOMAN_JW_6872_35A,sil th_B r_I iy_E f_B ay_I v_E sil, three five
6873,WOMAN_JW_6873_36243Z7A,sil th_B r_I iy_E s_B ih_I k_I s_E t_B uw_E f_B ao_I r_E th_B r_I iy_E z_B iy_I r_I ow_E s_B eh_I v_I ah_I n_E sil, three six two four three zero seven
6874,WOMAN_JW_6874_3A,sil th_B r_I iy_E sil, three
6875,WOMAN_JW_6875_46A,sil f_B ao_I r_E s_B ih_I k_I s_E sil, four six
6876,WOMAN_JW_6876_47397A,sil f_B ao_I r_E s_B eh_I v_I ah_I n_E th_B r_I iy_E n_B ay_I n_E s_B eh_I v_I ah_I n_E sil, four seven three nine seven
6877,WOMAN_JW_6877_4936381A,sil f_B ao_I r_E n_B ay_I n_E th_B r_I iy_E sil s_B ih_I k_I s_E th_B r_I iy_E ey_B t_E hh_B w_I ah_I n_E sil, four nine three six three eight one
6878,WOMAN_JW_6878_49729A,sil f_B ao_I r_E n_B ay_I n_E s_B eh_I v_I ah_I n_E t_B uw_E n_B ay_I n_E sil, four nine seven two nine
6879,WOMAN_JW_6879_4A,sil f_B ao_I r_E sil, four
6880,WOMAN_JW_6880_4B,sil f_B ao_I r_E sil, four
6881,WOMAN_JW_6881_4Z34A,sil f_B ao_I r_E z_B iy_I r_I ow_E th_B r_I iy_E f_B ao_I r_E sil, four zero three four
6882,WOMAN_JW_6882_5162ZA,sil f_B ay_I v_E sil hh_B w_I ah_I n_E s_B ih_I k_I s_E t_B uw_E z_B iy_I r_I ow_E sil, five one six two zero
6883,WOMAN_JW_6883_522OA,sil f_B ay_I v_E t_B uw_E t_B uw_E ow_S sil, five two two oh
6884,WOMAN_JW_6884_5482A,sil f_B ay_I v_E f_B ao_I r_E ey_B t_E t_B uw_E sil, five four eight two
6885,WOMAN_JW_6885_584A,sil f_B ay_I v_E ey_B t_E f_B ao_I r_E sil, five eight four
6886,WOMAN_JW_6886_5A,sil f_B ay_I v_E sil, five
6887,WOMAN_JW_6887_5B,sil f_B ay_I v_E sil, five
6888,WOMAN_JW_6888_5Z694A,sil f_B ay_I v_E z_B iy_I r_I ow_E s_B ih_I k_I s_E n_B ay_I n_E f_B ao_I r_E sil, five zero six nine four
6889,WOMAN_JW_6889_63O66A,sil s_B ih_I k_I s_E th_B r_I iy_E sil ow_S s_B ih_I k_I s_E s_B ih_I k_I s_E sil, six three oh six six
6890,WOMAN_JW_6890_6527ZZ8A,sil s_B ih_I k_I s_E f_B ay_I v_E sil t_B uw_E s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E ey_B t_E sil, six five two seven zero zero eight
6891,WOMAN_JW_6891_659A,sil s_B ih_I k_I s_E f_B ay_I v_E n_B ay_I n_E sil, six five nine
6892,WOMAN_JW_6892_66457A,sil s_B ih_I k_I s_E s_B ih_I k_I s_E f_B ao_I r_E f_B ay_I v_E s_B eh_I v_I ah_I n_E sil, six six four five seven
6893,WOMAN_JW_6893_6A,sil s_B ih_I k_I s_E sil, six
6894,WOMAN_JW_6894_6OA,sil s_B ih_I k_I s_E ow_S sil, six oh
6895,WOMAN_JW_6895_74A,sil s_B eh_I v_I ah_I n_E f_B ao_I r_E sil, seven four
6896,WOMAN_JW_6896_756A,sil s_B eh_I v_I ah_I n_E f_B ay_I v_E s_B ih_I k_I s_E sil, seven five six
6897,WOMAN_JW_6897_76467A,sil s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E f_B ao_I r_E s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E sil, seven six four six seven
6898,WOMAN_JW_6898_79392A,sil s_B eh_I v_I ah_I n_E n_B ay_I n_E sil th_B r_I iy_E n_B ay_I n_E t_B uw_E sil, seven nine three nine two
6899,WOMAN_JW_6899_798A,sil s_B eh_I v_I ah_I n_E n_B ay_I n_E ey_B t_E sil, seven nine eight
6900,WOMAN_JW_6900_79A,sil s_B eh_I v_I ah_I n_E n_B ay_I n_E sil, seven nine
6901,WOMAN_JW_6901_7A,sil s_B eh_I v_I ah_I n_E sil, seven
6902,WOMAN_JW_6902_7B,sil s_B eh_I v_I ah_I n_E sil, seven
6903,WOMAN_JW_6903_857A,sil ey_B t_E f_B ay_I v_E s_B eh_I v_I ah_I n_E sil, eight five seven
6904,WOMAN_JW_6904_86A,sil ey_B t_E s_B ih_I k_I s_E sil, eight six
6905,WOMAN_JW_6905_895A,sil ey_B t_E n_B ay_I n_E f_B ay_I v_E sil, eight nine five
6906,WOMAN_JW_6906_89A,sil ey_B t_E n_B ay_I n_E sil, eight nine
6907,WOMAN_JW_6907_8A,sil ey_B t_E sil, eight
6908,WOMAN_JW_6908_8B,sil ey_B t_E sil, eight
6909,WOMAN_JW_6909_8Z6Z444A,sil ey_B t_E sil z_B iy_I r_I ow_E s_B ih_I k_I s_E sil z_B iy_I r_I ow_E f_B ao_I r_E f_B ao_I r_E f_B ao_I r_E sil, eight zero six zero four four four
6910,WOMAN_JW_6910_926A,sil n_B ay_I n_E t_B uw_E s_B ih_I k_I s_E sil, nine two six
6911,WOMAN_JW_6911_9615A,sil n_B ay_I n_E s_B ih_I k_I s_E hh_B w_I ah_I n_E f_B ay_I v_E sil, nine six one five
6912,WOMAN_JW_6912_984Z13ZA,sil n_B ay_I n_E ey_B t_E f_B ao_I r_E z_B iy_I r_I ow_E hh_B w_I ah_I n_E sil th_B r_I iy_E z_B iy_I r_I ow_E sil, nine eight four zero one three zero
6913,WOMAN_JW_6913_99A,sil n_B ay_I n_E n_B ay_I n_E sil, nine nine
6914,WOMAN_JW_6914_9A,sil n_B ay_I n_E sil, nine
6915,WOMAN_JW_6915_9B,sil n_B ay_I n_E sil, nine
6916,WOMAN_JW_6916_9O21A,sil n_B ay_I n_E ow_S t_B uw_E hh_B w_I ah_I n_E sil, nine oh two one
6917,WOMAN_JW_6917_O4772A,sil ow_S f_B ao_I r_E s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E t_B uw_E sil, oh four seven seven two
6918,WOMAN_JW_6918_O533A,sil ow_S f_B ay_I v_E th_B r_I iy_E th_B r_I iy_E sil, oh five three three
6919,WOMAN_JW_6919_O78O2A,sil ow_S s_B eh_I v_I ah_I n_E sil ey_B t_E ow_S t_B uw_E sil, oh seven eight oh two
6920,WOMAN_JW_6920_O823A,sil ow_S sil ey_B t_E sil t_B uw_E th_B r_I iy_E sil, oh eight two three
6921,WOMAN_JW_6921_OA,sil ow_S sil, oh
6922,WOMAN_JW_6922_OB,sil ow_S sil, oh
6923,WOMAN_JW_6923_OO71231A,sil ow_S sil ow_S s_B eh_I v_I ah_I n_E sil hh_B w_I ah_I n_E t_B uw_E th_B r_I iy_E hh_B w_I ah_I n_E sil, oh oh seven one two three one
6924,WOMAN_JW_6924_Z21A,sil z_B iy_I r_I ow_E t_B uw_E hh_B w_I ah_I n_E sil, zero two one
6925,WOMAN_JW_6925_Z2Z1774A,sil z_B iy_I r_I ow_E t_B uw_E z_B iy_I r_I ow_E sil hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E f_B ao_I r_E sil, zero two zero one seven seven four
6926,WOMAN_JW_6926_Z868A,sil z_B iy_I r_I ow_E ey_B t_E s_B ih_I k_I s_E ey_B t_E sil, zero eight six eight
6927,WOMAN_JW_6927_Z96Z4ZZA,sil z_B iy_I r_I ow_E n_B ay_I n_E s_B ih_I k_I s_E z_B iy_I r_I ow_E f_B ao_I r_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E sil, zero nine six zero four zero zero
6928,WOMAN_JW_6928_ZA,sil z_B iy_I r_I ow_E sil, zero
6929,WOMAN_JW_6929_ZB,sil z_B iy_I r_I ow_E sil, zero
6930,WOMAN_JW_6930_ZZA,sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E sil, zero zero
6931,WOMAN_KB_6931_3O12A,sil th_B r_I iy_E ow_S sil hh_B w_I ah_I n_E t_B uw_E sil, three oh one two
6932,WOMAN_KB_6932_67937A,sil s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E n_B ay_I n_E sil th_B r_I iy_E s_B eh_I v_I ah_I n_E sil, six seven nine three seven
6933,WOMAN_KB_6933_137781ZA,sil hh_B w_I ah_I n_E th_B r_I iy_E s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E ey_B t_E hh_B w_I ah_I n_E z_B iy_I r_I ow_E sil, one three seven seven eight one zero
6934,WOMAN_KB_6934_165A,sil hh_B w_I ah_I n_E s_B ih_I k_I s_E f_B ay_I v_E sil, one six five
6935,WOMAN_KB_6935_17321A,sil hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E th_B r_I iy_E sil t_B uw_E hh_B w_I ah_I n_E sil, one seven three two one
6936,WOMAN_KB_6936_18A,sil hh_B w_I ah_I n_E ey_B t_E sil, one eight
6937,WOMAN_KB_6937_1A,sil hh_B w_I ah_I n_E sil, one
6938,WOMAN_KB_6938_1B,sil hh_B w_I ah_I n_E sil, one
6939,WOMAN_KB_6939_1OA,sil hh_B w_I ah_I n_E sil ow_S sil, one oh
6940,WOMAN_KB_6940_25734Z8A,sil t_B uw_E f_B ay_I v_E sil s_B eh_I v_I ah_I n_E th_B r_I iy_E f_B ao_I r_E sil z_B iy_I r_I ow_E sil ey_B t_E sil, two five seven three four zero eight
6941,WOMAN_KB_6941_25955A,sil t_B uw_E sil f_B ay_I v_E sil n_B ay_I n_E f_B ay_I v_E f_B ay_I v_E sil, two five nine five five
6942,WOMAN_KB_6942_2643463A,sil t_B uw_E s_B ih_I k_I s_E f_B ao_I r_E th_B r_I iy_E f_B ao_I r_E s_B ih_I k_I s_E th_B r_I iy_E sil, two six four three four six three
6943,WOMAN_KB_6943_275A,sil t_B uw_E s_B eh_I v_I ah_I n_E f_B ay_I v_E sil, two seven five
6944,WOMAN_KB_6944_2A,sil t_B uw_E sil, two
6945,WOMAN_KB_6945_2B,sil t_B uw_E sil, two
6946,WOMAN_KB_6946_2Z992A,sil t_B uw_E z_B iy_I r_I ow_E n_B ay_I n_E n_B ay_I n_E t_B uw_E sil, two zero nine nine two
6947,WOMAN_KB_6947_313535ZA,sil th_B r_I iy_E hh_B w_I ah_I n_E th_B r_I iy_E sil f_B ay_I v_E sil th_B r_I iy_E f_B ay_I v_E z_B iy_I r_I ow_E sil, three one three five three five zero
6948,WOMAN_KB_6948_33816Z7A,sil th_B r_I iy_E th_B r_I iy_E sil ey_B t_E sil hh_B w_I ah_I n_E s_B ih_I k_I s_E z_B iy_I r_I ow_E s_B eh_I v_I ah_I n_E sil, three three eight one six zero seven
6949,WOMAN_KB_6949_38A,sil th_B r_I iy_E ey_B t_E sil, three eight
6950,WOMAN_KB_6950_3A,sil th_B r_I iy_E sil, three
6951,WOMAN_KB_6951_3B,sil th_B r_I iy_E sil, three
6952,WOMAN_KB_6952_3ZA,sil th_B r_I iy_E z_B iy_I r_I ow_E sil, three zero
6953,WOMAN_KB_6953_4324842A,sil f_B ao_I r_E th_B r_I iy_E sil t_B uw_E f_B ao_I r_E sil ey_B t_E sil f_B ao_I r_E sil t_B uw_E sil, four three two four eight four two
6954,WOMAN_KB_6954_4528A,sil f_B ao_I r_E f_B ay_I v_E sil t_B uw_E sil ey_B t_E sil, four five two eight
6955,WOMAN_KB_6955_471OA,sil f_B ao_I r_E s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E ow_S sil, four seven one oh
6956,WOMAN_KB_6956_4892A,sil f_B ao_I r_E sil ey_B t_E n_B ay_I n_E t_B uw_E sil, four eight nine two
6957,WOMAN_KB_6957_4A,sil f_B ao_I r_E sil, four
6958,WOMAN_KB_6958_4B,sil f_B ao_I r_E sil, four
6959,WOMAN_KB_6959_4Z22445A,sil f_B ao_I r_E z_B iy_I r_I ow_E t_B uw_E sil t_B uw_E f_B ao_I r_E f_B ao_I r_E f_B ay_I v_E sil, four zero two two four four five
6960,WOMAN_KB_6960_53968Z4A,sil f_B ay_I v_E th_B r_I iy_E n_B ay_I n_E sil s_B ih_I k_I s_E sil ey_B t_E sil z_B iy_I r_I ow_E f_B ao_I r_E sil, five three nine six eight zero four
6961,WOMAN_KB_6961_54A,sil f_B ay_I v_E f_B ao_I r_E sil, five four
6962,WOMAN_KB_6962_56A,sil f_B ay_I v_E s_B ih_I k_I s_E sil, five six
6963,WOMAN_KB_6963_58O4OA,sil f_B ay_I v_E sil ey_B t_E sil ow_S sil f_B ao_I r_E sil ow_S sil, five eight oh four oh
6964,WOMAN_KB_6964_5A,sil f_B ay_I v_E sil, five
6965,WOMAN_KB_6965_5B,sil f_B ay_I v_E sil, five
6966,WOMAN_KB_6966_5Z39A,sil f_B ay_I v_E z_B iy_I r_I ow_E th_B r_I iy_E sil n_B ay_I n_E sil, five zero three nine
6967,WOMAN_KB_6967_61ZZ6A,sil s_B ih_I k_I s_E hh_B w_I ah_I n_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E s_B ih_I k_I s_E sil, six one zero zero six
6968,WOMAN_KB_6968_62A,sil s_B ih_I k_I s_E sil t_B uw_E sil, six two
