,file,transcript,hindi_target,hindi_translated
7287,WOMAN_LP_7287_869A, EIGHT SIX NINE,आठ छः नौ, आठ छः नौ _END
7288,WOMAN_LP_7288_8751A, EIGHT SEVEN FIVE ONE,आठ सात पांच एक, आठ सात पांच एक _END
7289,WOMAN_LP_7289_88A, EIGHT EIGHT,आठ आठ, आठ आठ _END
7290,WOMAN_LP_7290_8A, EIGHT,आठ, आठ _END
7291,WOMAN_LP_7291_8B, EIGHT,आठ, आठ _END
7292,WOMAN_LP_7292_8ZZA, EIGHT ZERO ZERO,आठ शून्य शून्य, आठ शून्य शून्य _END
7293,WOMAN_LP_7293_92633A, NINE TWO SIX THREE THREE,नौ दो छः तीन तीन, नौ दो छः तीन तीन _END
7294,WOMAN_LP_7294_94O1423A, NINE FOUR ZERO ONE FOUR TWO THREE,नौ चार शून्य एक चार दो तीन, नौ चार शून्य एक चार दो तीन _END
7295,WOMAN_LP_7295_953OA, NINE FIVE THREE ZERO,नौ पांच तीन शून्य, नौ पांच तीन शून्य _END
7296,WOMAN_LP_7296_9937589A, NINE NINE THREE SEVEN FIVE EIGHT NINE,नौ नौ तीन सात पांच आठ नौ, नौ नौ तीन सात पांच आठ नौ _END
7297,WOMAN_LP_7297_9A, NINE,नौ, नौ _END
7298,WOMAN_LP_7298_9B, NINE,नौ, नौ _END
7299,WOMAN_LP_7299_9ZA, NINE ZERO,नौ शून्य, नौ शून्य _END
7300,WOMAN_LP_7300_O3523A, ZERO THREE FIVE TWO THREE,शून्य तीन पांच दो तीन, शून्य तीन पांच दो तीन _END
7301,WOMAN_LP_7301_O55A, ZERO FIVE FIVE,शून्य पांच पांच, शून्य पांच पांच _END
7302,WOMAN_LP_7302_O716A, ZERO SEVEN ONE SIX,शून्य सात एक छः, शून्य सात एक छः _END
7303,WOMAN_LP_7303_O8A, ZERO EIGHT,शून्य आठ, शून्य आठ _END
7304,WOMAN_LP_7304_OA, ZERO,शून्य, शून्य _END
7305,WOMAN_LP_7305_OB, ZERO,शून्य, शून्य _END
7306,WOMAN_LP_7306_OO16446A, ZERO ZERO ONE SIX FOUR FOUR SIX,शून्य शून्य एक छः चार चार छः, शून्य शून्य एक छः चार चार छः _END
7307,WOMAN_LP_7307_Z1295A, ZERO ONE TWO NINE FIVE,शून्य एक दो नौ पांच, शून्य एक दो नौ पांच _END
7308,WOMAN_LP_7308_Z2A, ZERO TWO,शून्य दो, शून्य दो _END
7309,WOMAN_LP_7309_Z49A, ZERO FOUR NINE,शून्य चार नौ, शून्य चार नौ _END
7310,WOMAN_LP_7310_Z748A, ZERO SEVEN FOUR EIGHT,शून्य सात चार आठ, शून्य सात चार आठ _END
7311,WOMAN_LP_7311_Z8183A, ZERO EIGHT ONE EIGHT THREE,शून्य आठ एक आठ तीन, शून्य आठ एक आठ तीन _END
7312,WOMAN_LP_7312_ZA, ZERO,शून्य, शून्य _END
7313,WOMAN_LP_7313_ZB, ZERO,शून्य, शून्य _END
7314,WOMAN_LR_7314_3OO2192A, THREE ZERO ZERO TWO ONE NINE TWO,तीन शून्य शून्य दो एक नौ दो, तीन शून्य शून्य दो एक दो नौ _END
7315,WOMAN_LR_7315_6A, SIX,छः, छः _END
7316,WOMAN_LR_7316_123A, ONE TWO THREE,एक दो तीन, एक दो तीन _END
7317,WOMAN_LR_7317_1383A, ONE THREE EIGHT THREE,एक तीन आठ तीन, एक तीन आठ तीन _END
7318,WOMAN_LR_7318_1575A, ONE FIVE SEVEN FIVE,एक पांच सात पांच, एक पांच सात पांच _END
7319,WOMAN_LR_7319_16A, ONE SIX,एक छः, एक छः _END
7320,WOMAN_LR_7320_17Z6A, ONE SEVEN ZERO SIX,एक सात शून्य छः, एक सात शून्य छः _END
7321,WOMAN_LR_7321_1A, ONE,एक, एक _END
7322,WOMAN_LR_7322_1B, ONE,एक, एक _END
7323,WOMAN_LR_7323_252A, TWO FIVE TWO,दो पांच दो, दो पांच दो _END
7324,WOMAN_LR_7324_2593954A, TWO FIVE NINE THREE NINE FIVE FOUR,दो पांच नौ तीन नौ पांच चार, दो पांच नौ तीन नौ पांच चार _END
7325,WOMAN_LR_7325_277A, TWO SEVEN SEVEN,दो सात सात, दो सात सात _END
7326,WOMAN_LR_7326_2946119A, TWO NINE FOUR SIX ONE ONE NINE,दो नौ चार छः एक एक नौ, दो नौ चार छः एक एक नौ _END
7327,WOMAN_LR_7327_2A, TWO,दो, दो _END
7328,WOMAN_LR_7328_2B, TWO,दो, दो _END
7329,WOMAN_LR_7329_2O49A, TWO ZERO FOUR NINE,दो शून्य चार नौ, दो शून्य चार नौ _END
7330,WOMAN_LR_7330_31O564OA, THREE ONE ZERO FIVE SIX FOUR ZERO,तीन एक शून्य पांच छः चार शून्य, तीन एक शून्य पांच छः चार शून्य _END
7331,WOMAN_LR_7331_345OA, THREE FOUR FIVE ZERO,तीन चार पांच शून्य, तीन चार पांच शून्य _END
7332,WOMAN_LR_7332_36Z5A, THREE SIX ZERO FIVE,तीन छः शून्य पांच, तीन छः शून्य पांच _END
7333,WOMAN_LR_7333_3A, THREE,तीन, तीन _END
7334,WOMAN_LR_7334_3B, THREE,तीन, तीन _END
7335,WOMAN_LR_7335_3Z3A, THREE ZERO THREE,तीन शून्य तीन, तीन शून्य तीन _END
7336,WOMAN_LR_7336_41152Z8A, FOUR ONE ONE FIVE TWO ZERO EIGHT,चार एक एक पांच दो शून्य आठ, चार एक एक पांच दो शून्य आठ _END
7337,WOMAN_LR_7337_4137A, FOUR ONE THREE SEVEN,चार एक तीन सात, चार एक तीन सात _END
7338,WOMAN_LR_7338_4422ZA, FOUR FOUR TWO TWO ZERO,चार चार दो दो शून्य, चार चार दो दो शून्य _END
7339,WOMAN_LR_7339_44O4OA, FOUR FOUR ZERO FOUR ZERO,चार चार शून्य चार शून्य, चार चार शून्य चार शून्य _END
7340,WOMAN_LR_7340_451A, FOUR FIVE ONE,चार पांच एक, चार पांच एक _END
7341,WOMAN_LR_7341_4A, FOUR,चार, चार _END
7342,WOMAN_LR_7342_4B, FOUR,चार, चार _END
7343,WOMAN_LR_7343_53977A, FIVE THREE NINE SEVEN SEVEN,पांच तीन नौ सात सात, पांच तीन नौ सात सात _END
7344,WOMAN_LR_7344_53A, FIVE THREE,पांच तीन, पांच तीन _END
7345,WOMAN_LR_7345_54A, FIVE FOUR,पांच चार, पांच चार _END
7346,WOMAN_LR_7346_58A, FIVE EIGHT,पांच आठ, पांच आठ _END
7347,WOMAN_LR_7347_58OA, FIVE EIGHT ZERO,पांच आठ शून्य, पांच आठ शून्य _END
7348,WOMAN_LR_7348_5A, FIVE,पांच, पांच _END
7349,WOMAN_LR_7349_5B, FIVE,पांच, पांच _END
7350,WOMAN_LR_7350_66A, SIX SIX,छः छः, छः छः _END
7351,WOMAN_LR_7351_6848A, SIX EIGHT FOUR EIGHT,छः आठ चार आठ, छः आठ चार आठ _END
7352,WOMAN_LR_7352_6873O37A, SIX EIGHT SEVEN THREE ZERO THREE SEVEN,छः आठ सात तीन शून्य तीन सात, छः आठ सात तीन शून्य तीन सात _END
7353,WOMAN_LR_7353_6988559A, SIX NINE EIGHT EIGHT FIVE FIVE NINE,छः नौ आठ आठ पांच पांच नौ, छः नौ आठ आठ पांच पांच नौ _END
7354,WOMAN_LR_7354_6B, SIX,छः, छः _END
7355,WOMAN_LR_7355_6O1O7A, SIX ZERO ONE ZERO SEVEN,छः शून्य एक शून्य सात, छः शून्य एक शून्य सात _END
7356,WOMAN_LR_7356_71A, SEVEN ONE,सात एक, सात एक _END
7357,WOMAN_LR_7357_72O85O3A, SEVEN TWO ZERO EIGHT FIVE ZERO THREE,सात दो शून्य आठ पांच शून्य तीन, सात दो शून्य आठ पांच शून्य तीन _END
7358,WOMAN_LR_7358_73Z2A, SEVEN THREE ZERO TWO,सात तीन शून्य दो, सात तीन शून्य दो _END
7359,WOMAN_LR_7359_799A, SEVEN NINE NINE,सात नौ नौ, सात नौ नौ _END
7360,WOMAN_LR_7360_7A, SEVEN,सात, सात _END
7361,WOMAN_LR_7361_7B, SEVEN,सात, सात _END
7362,WOMAN_LR_7362_7OA, SEVEN ZERO,सात शून्य, सात शून्य _END
7363,WOMAN_LR_7363_8247649A, EIGHT TWO FOUR SEVEN SIX FOUR NINE,आठ दो चार सात छः चार नौ, आठ दो चार सात छः चार नौ _END
7364,WOMAN_LR_7364_84A, EIGHT FOUR,आठ चार, आठ चार _END
7365,WOMAN_LR_7365_86A, EIGHT SIX,आठ छः, आठ छः _END
7366,WOMAN_LR_7366_89A, EIGHT NINE,आठ नौ, आठ नौ _END
7367,WOMAN_LR_7367_8A, EIGHT,आठ, आठ _END
7368,WOMAN_LR_7368_8B, EIGHT,आठ, आठ _END
7369,WOMAN_LR_7369_8ZA, EIGHT ZERO,आठ शून्य, आठ शून्य _END
7370,WOMAN_LR_7370_91227A, NINE ONE TWO TWO SEVEN,नौ एक दो दो सात, नौ एक दो दो सात _END
7371,WOMAN_LR_7371_935A, NINE THREE FIVE,नौ तीन पांच, नौ तीन पांच _END
7372,WOMAN_LR_7372_94781A, NINE FOUR SEVEN EIGHT ONE,नौ चार सात आठ एक, नौ चार सात आठ एक _END
7373,WOMAN_LR_7373_9A, NINE,नौ, नौ _END
7374,WOMAN_LR_7374_9B, NINE,नौ, नौ _END
7375,WOMAN_LR_7375_9O96OO9A, NINE ZERO NINE SIX ZERO ZERO NINE,नौ शून्य नौ छः शून्य शून्य नौ, नौ शून्य नौ छः शून्य शून्य नौ _END
7376,WOMAN_LR_7376_9ZZ2679A, NINE ZERO ZERO TWO SIX SEVEN NINE,नौ शून्य शून्य दो छः सात नौ, नौ शून्य शून्य दो छः सात नौ _END
7377,WOMAN_LR_7377_O165OA, ZERO ONE SIX FIVE ZERO,शून्य एक छः पांच शून्य, शून्य एक छः पांच शून्य _END
7378,WOMAN_LR_7378_O26OOA, ZERO TWO SIX ZERO ZERO,शून्य दो छः शून्य शून्य, शून्य दो छः शून्य शून्य _END
7379,WOMAN_LR_7379_O634OA, ZERO SIX THREE FOUR ZERO,शून्य छः तीन चार शून्य, शून्य छः तीन चार शून्य _END
7380,WOMAN_LR_7380_O746A, ZERO SEVEN FOUR SIX,शून्य सात चार छः, शून्य सात चार छः _END
7381,WOMAN_LR_7381_O8874A, ZERO EIGHT EIGHT SEVEN FOUR,शून्य आठ आठ सात चार, आठ शून्य सात आठ चार _END
7382,WOMAN_LR_7382_OA, ZERO,शून्य, शून्य _END
7383,WOMAN_LR_7383_OB, ZERO,शून्य, शून्य _END
7384,WOMAN_LR_7384_Z1762A, ZERO ONE SEVEN SIX TWO,शून्य एक सात छः दो, शून्य एक सात छः दो _END
7385,WOMAN_LR_7385_Z432A, ZERO FOUR THREE TWO,शून्य चार तीन दो, शून्य चार तीन दो _END
7386,WOMAN_LR_7386_Z56A, ZERO FIVE SIX,शून्य पांच छः, शून्य पांच छः _END
7387,WOMAN_LR_7387_Z71A, ZERO SEVEN ONE,शून्य सात एक, शून्य सात एक _END
7388,WOMAN_LR_7388_Z78A, ZERO SEVEN EIGHT,शून्य सात आठ, शून्य सात आठ _END
7389,WOMAN_LR_7389_ZA, ZERO,शून्य, शून्य _END
7390,WOMAN_LR_7390_ZB, ZERO,शून्य, शून्य _END
7391,WOMAN_MC_7391_3B, THREE,तीन, तीन _END
7392,WOMAN_MC_7392_6B, SIX,छः, छः _END
7393,WOMAN_MC_7393_12OO8A, ONE TWO ZERO ZERO EIGHT,एक दो शून्य शून्य आठ, एक दो शून्य शून्य आठ _END
7394,WOMAN_MC_7394_174Z336A, ONE SEVEN FOUR ZERO THREE THREE SIX,एक सात चार शून्य तीन तीन छः, एक सात चार शून्य तीन तीन छः _END
7395,WOMAN_MC_7395_17A, ONE SEVEN,एक सात, एक सात _END
7396,WOMAN_MC_7396_1863A, ONE EIGHT SIX THREE,एक आठ छः तीन, एक आठ छः तीन _END
7397,WOMAN_MC_7397_1A, ONE,एक, एक _END
7398,WOMAN_MC_7398_1B, ONE,एक, एक _END
7399,WOMAN_MC_7399_1Z8A, ONE ZERO EIGHT,एक शून्य आठ, एक शून्य आठ _END
7400,WOMAN_MC_7400_233O37OA, TWO THREE THREE ZERO THREE SEVEN ZERO,दो तीन तीन शून्य तीन सात शून्य, दो तीन तीन शून्य तीन सात शून्य _END
7401,WOMAN_MC_7401_25915A, TWO FIVE NINE ONE FIVE,दो पांच नौ एक पांच, दो पांच नौ एक पांच _END
7402,WOMAN_MC_7402_266ZA, TWO SIX SIX ZERO,दो छः छः शून्य, दो छः छः शून्य _END
7403,WOMAN_MC_7403_296A, TWO NINE SIX,दो नौ छः, दो नौ छः _END
7404,WOMAN_MC_7404_2A, TWO,दो, दो _END
7405,WOMAN_MC_7405_2B, TWO,दो, दो _END
7406,WOMAN_MC_7406_2Z4ZA, TWO ZERO FOUR ZERO,दो शून्य चार शून्य, दो शून्य चार शून्य _END
7407,WOMAN_MC_7407_3245A, THREE TWO FOUR FIVE,तीन दो चार पांच, तीन दो चार पांच _END
7408,WOMAN_MC_7408_343A, THREE FOUR THREE,तीन चार तीन, तीन चार तीन _END
7409,WOMAN_MC_7409_355A, THREE FIVE FIVE,तीन पांच पांच, तीन पांच पांच _END
7410,WOMAN_MC_7410_39A, THREE NINE,तीन नौ, तीन नौ _END
7411,WOMAN_MC_7411_3A, THREE,तीन, तीन _END
7412,WOMAN_MC_7412_3ZA, THREE ZERO,तीन शून्य, तीन शून्य _END
7413,WOMAN_MC_7413_43185A, FOUR THREE ONE EIGHT FIVE,चार तीन एक आठ पांच, चार तीन एक आठ पांच _END
7414,WOMAN_MC_7414_45A, FOUR FIVE,चार पांच, चार पांच _END
7415,WOMAN_MC_7415_4672A, FOUR SIX SEVEN TWO,चार छः सात दो, चार छः सात दो _END
7416,WOMAN_MC_7416_47Z21A, FOUR SEVEN ZERO TWO ONE,चार सात शून्य दो एक, चार सात शून्य दो एक _END
7417,WOMAN_MC_7417_48Z5415A, FOUR EIGHT ZERO FIVE FOUR ONE FIVE,चार आठ शून्य पांच चार एक पांच, चार आठ शून्य पांच चार एक पांच _END
7418,WOMAN_MC_7418_4A, FOUR,चार, चार _END
7419,WOMAN_MC_7419_4B, FOUR,चार, चार _END
7420,WOMAN_MC_7420_51OA, FIVE ONE ZERO,पांच एक शून्य, पांच एक शून्य _END
7421,WOMAN_MC_7421_524A, FIVE TWO FOUR,पांच दो चार, पांच दो चार _END
7422,WOMAN_MC_7422_56923A, FIVE SIX NINE TWO THREE,पांच छः नौ दो तीन, पांच छः नौ दो तीन _END
7423,WOMAN_MC_7423_57A, FIVE SEVEN,पांच सात, पांच सात _END
7424,WOMAN_MC_7424_5A, FIVE,पांच, पांच _END
7425,WOMAN_MC_7425_5B, FIVE,पांच, पांच _END
7426,WOMAN_MC_7426_5ZA, FIVE ZERO,पांच शून्य, पांच शून्य _END
7427,WOMAN_MC_7427_6219956A, SIX TWO ONE NINE NINE FIVE SIX,छः दो एक नौ नौ पांच छः, छः दो एक नौ नौ पांच छः _END
7428,WOMAN_MC_7428_65A, SIX FIVE,छः पांच, छः पांच _END
7429,WOMAN_MC_7429_665A, SIX SIX FIVE,छः छः पांच, छः छः पांच _END
7430,WOMAN_MC_7430_6A, SIX,छः, छः _END
7431,WOMAN_MC_7431_6O762A, SIX ZERO SEVEN SIX TWO,छः शून्य सात छः दो, छः शून्य सात छः दो _END
7432,WOMAN_MC_7432_6Z61Z57A, SIX ZERO SIX ONE ZERO FIVE SEVEN,छः शून्य छः एक शून्य पांच सात, छः शून्य छः एक शून्य पांच सात _END
7433,WOMAN_MC_7433_712A, SEVEN ONE TWO,सात एक दो, सात एक दो _END
7434,WOMAN_MC_7434_736A, SEVEN THREE SIX,सात तीन छः, सात तीन छः _END
7435,WOMAN_MC_7435_75O3294A, SEVEN FIVE ZERO THREE TWO NINE FOUR,सात पांच शून्य तीन दो नौ चार, सात पांच शून्य तीन दो नौ चार _END
7436,WOMAN_MC_7436_7678A, SEVEN SIX SEVEN EIGHT,सात छः सात आठ, सात छः सात आठ _END
7437,WOMAN_MC_7437_7A, SEVEN,सात, सात _END
7438,WOMAN_MC_7438_7B, SEVEN,सात, सात _END
7439,WOMAN_MC_7439_7Z98A, SEVEN ZERO NINE EIGHT,सात शून्य नौ आठ, सात शून्य नौ आठ _END
7440,WOMAN_MC_7440_816OA, EIGHT ONE SIX ZERO,आठ एक छः शून्य, आठ एक छः शून्य _END
7441,WOMAN_MC_7441_849A, EIGHT FOUR NINE,आठ चार नौ, आठ चार नौ _END
7442,WOMAN_MC_7442_8796446A, EIGHT SEVEN NINE SIX FOUR FOUR SIX,आठ सात नौ छः चार चार छः, आठ सात नौ छः चार चार छः _END
7443,WOMAN_MC_7443_89OA, EIGHT NINE ZERO,आठ नौ शून्य, आठ नौ शून्य _END
7444,WOMAN_MC_7444_8A, EIGHT,आठ, आठ _END
7445,WOMAN_MC_7445_8B, EIGHT,आठ, आठ _END
7446,WOMAN_MC_7446_8OO9OA, EIGHT ZERO ZERO NINE ZERO,आठ शून्य शून्य नौ शून्य, आठ शून्य शून्य नौ शून्य _END
7447,WOMAN_MC_7447_93528A, NINE THREE FIVE TWO EIGHT,नौ तीन पांच दो आठ, नौ तीन पांच दो आठ _END
7448,WOMAN_MC_7448_93A, NINE THREE,नौ तीन, नौ तीन _END
7449,WOMAN_MC_7449_9726881A, NINE SEVEN TWO SIX EIGHT EIGHT ONE,नौ सात दो छः आठ आठ एक, नौ सात दो आठ छः आठ एक _END
7450,WOMAN_MC_7450_9914113A, NINE NINE ONE FOUR ONE ONE THREE,नौ नौ एक चार एक एक तीन, नौ नौ एक चार एक एक तीन _END
7451,WOMAN_MC_7451_9A, NINE,नौ, नौ _END
7452,WOMAN_MC_7452_9B, NINE,नौ, नौ _END
7453,WOMAN_MC_7453_9O698A, NINE ZERO SIX NINE EIGHT,नौ शून्य छः नौ आठ, नौ शून्य छः नौ आठ _END
7454,WOMAN_MC_7454_O2A, ZERO TWO,शून्य दो, शून्य दो _END
7455,WOMAN_MC_7455_O4A, ZERO FOUR,शून्य चार, शून्य चार _END
7456,WOMAN_MC_7456_O5942A, ZERO FIVE NINE FOUR TWO,शून्य पांच नौ चार दो, शून्य पांच नौ चार दो _END
7457,WOMAN_MC_7457_O6A, ZERO SIX,शून्य छः, शून्य छः _END
7458,WOMAN_MC_7458_O877A, ZERO EIGHT SEVEN SEVEN,शून्य आठ सात सात, शून्य आठ सात सात _END
7459,WOMAN_MC_7459_OA, ZERO,शून्य, शून्य _END
7460,WOMAN_MC_7460_OB, ZERO,शून्य, शून्य _END
7461,WOMAN_MC_7461_Z1319A, ZERO ONE THREE ONE NINE,शून्य एक तीन एक नौ, शून्य एक तीन एक नौ _END
7462,WOMAN_MC_7462_Z254A, ZERO TWO FIVE FOUR,शून्य दो पांच चार, शून्य दो पांच चार _END
7463,WOMAN_MC_7463_Z682A, ZERO SIX EIGHT TWO,शून्य छः आठ दो, शून्य छः आठ दो _END
7464,WOMAN_MC_7464_Z7844Z4A, ZERO SEVEN EIGHT FOUR FOUR ZERO FOUR,शून्य सात आठ चार चार शून्य चार, शून्य सात आठ चार चार शून्य चार _END
7465,WOMAN_MC_7465_ZA, ZERO,शून्य, शून्य _END
7466,WOMAN_MC_7466_ZB, ZERO,शून्य, शून्य _END
7467,WOMAN_MC_7467_ZZ3ZZZ9A, ZERO ZERO THREE ZERO ZERO ZERO NINE,शून्य शून्य तीन शून्य शून्य शून्य नौ, शून्य शून्य तीन शून्य शून्य शून्य नौ _END
7468,WOMAN_MJ_7468_3O12631A, THREE ZERO ONE TWO SIX THREE ONE,तीन शून्य एक दो छः तीन एक, तीन शून्य एक दो छः तीन एक _END
7469,WOMAN_MJ_7469_68OOA, SIX EIGHT ZERO ZERO,छः आठ शून्य शून्य, छः आठ शून्य शून्य _END
7470,WOMAN_MJ_7470_1144A, ONE ONE FOUR FOUR,एक एक चार चार, एक एक चार चार _END
7471,WOMAN_MJ_7471_16A, ONE SIX,एक छः, एक छः _END
7472,WOMAN_MJ_7472_171A, ONE SEVEN ONE,एक सात एक, एक सात एक _END
7473,WOMAN_MJ_7473_1817945A, ONE EIGHT ONE SEVEN NINE FOUR FIVE,एक आठ एक सात नौ चार पांच, एक आठ एक सात नौ चार पांच _END
7474,WOMAN_MJ_7474_1A, ONE,एक, एक _END
7475,WOMAN_MJ_7475_1B, ONE,एक, एक _END
7476,WOMAN_MJ_7476_1Z6A, ONE ZERO SIX,एक शून्य छः, एक शून्य छः _END
7477,WOMAN_MJ_7477_225A, TWO TWO FIVE,दो दो पांच, दो दो पांच _END
7478,WOMAN_MJ_7478_23418A, TWO THREE FOUR ONE EIGHT,दो तीन चार एक आठ, दो तीन चार एक आठ _END
7479,WOMAN_MJ_7479_237A, TWO THREE SEVEN,दो तीन सात, दो तीन सात _END
7480,WOMAN_MJ_7480_273ZA, TWO SEVEN THREE ZERO,दो सात तीन शून्य, दो सात तीन शून्य _END
7481,WOMAN_MJ_7481_29O948OA, TWO NINE ZERO NINE FOUR EIGHT ZERO,दो नौ शून्य नौ चार आठ शून्य, दो नौ शून्य नौ चार आठ शून्य _END
7482,WOMAN_MJ_7482_2A, TWO,दो, दो _END
7483,WOMAN_MJ_7483_2B, TWO,दो, दो _END
7484,WOMAN_MJ_7484_34A, THREE FOUR,तीन चार, तीन चार _END
7485,WOMAN_MJ_7485_353A, THREE FIVE THREE,तीन पांच तीन, तीन पांच तीन _END
7486,WOMAN_MJ_7486_389A, THREE EIGHT NINE,तीन आठ नौ, तीन आठ नौ _END
7487,WOMAN_MJ_7487_3A, THREE,तीन, तीन _END
7488,WOMAN_MJ_7488_3B, THREE,तीन, तीन _END
7489,WOMAN_MJ_7489_3O88A, THREE ZERO EIGHT EIGHT,तीन शून्य आठ आठ, तीन शून्य आठ आठ _END
7490,WOMAN_MJ_7490_4273297A, FOUR TWO SEVEN THREE TWO NINE SEVEN,चार दो सात तीन दो नौ सात, चार दो सात तीन दो नौ सात _END
7491,WOMAN_MJ_7491_4376ZZ2A, FOUR THREE SEVEN SIX ZERO ZERO TWO,चार तीन सात छः शून्य शून्य दो, चार तीन सात छः शून्य शून्य दो _END
7492,WOMAN_MJ_7492_47A, FOUR SEVEN,चार सात, चार सात _END
7493,WOMAN_MJ_7493_48A, FOUR EIGHT,चार आठ, चार आठ _END
7494,WOMAN_MJ_7494_4A, FOUR,चार, चार _END
7495,WOMAN_MJ_7495_4B, FOUR,चार, चार _END
7496,WOMAN_MJ_7496_4ZA, FOUR ZERO,चार शून्य, चार शून्य _END
7497,WOMAN_MJ_7497_545O461A, FIVE FOUR FIVE ZERO FOUR SIX ONE,पांच चार पांच शून्य चार छः एक, पांच चार पांच शून्य चार छः एक _END
7498,WOMAN_MJ_7498_55ZA, FIVE FIVE ZERO,पांच पांच शून्य, पांच पांच शून्य _END
7499,WOMAN_MJ_7499_56A, FIVE SIX,पांच छः, पांच छः _END
7500,WOMAN_MJ_7500_58159A, FIVE EIGHT ONE FIVE NINE,पांच आठ एक पांच नौ, पांच आठ एक पांच नौ _END
7501,WOMAN_MJ_7501_596A, FIVE NINE SIX,पांच नौ छः, पांच नौ छः _END
7502,WOMAN_MJ_7502_5A, FIVE,पांच, पांच _END
7503,WOMAN_MJ_7503_5B, FIVE,पांच, पांच _END
7504,WOMAN_MJ_7504_6212OA, SIX TWO ONE TWO ZERO,छः दो एक दो शून्य, छः दो एक दो शून्य _END
7505,WOMAN_MJ_7505_62O7A, SIX TWO ZERO SEVEN,छः दो शून्य सात, छः दो शून्य सात _END
7506,WOMAN_MJ_7506_6544A, SIX FIVE FOUR FOUR,छः पांच चार चार, छः पांच चार चार _END
7507,WOMAN_MJ_7507_683A, SIX EIGHT THREE,छः आठ तीन, छः आठ तीन _END
7508,WOMAN_MJ_7508_6A, SIX,छः, छः _END
7509,WOMAN_MJ_7509_6B, SIX,छः, छः _END
7510,WOMAN_MJ_7510_72165A, SEVEN TWO ONE SIX FIVE,सात दो एक छः पांच, सात दो एक छः पांच _END
7511,WOMAN_MJ_7511_74O7OA, SEVEN FOUR ZERO SEVEN ZERO,सात चार शून्य सात शून्य, सात चार शून्य सात शून्य _END
7512,WOMAN_MJ_7512_7561A, SEVEN FIVE SIX ONE,सात पांच छः एक, सात पांच छः एक _END
7513,WOMAN_MJ_7513_7782A, SEVEN SEVEN EIGHT TWO,सात सात आठ दो, सात सात आठ दो _END
7514,WOMAN_MJ_7514_778Z672A, SEVEN SEVEN EIGHT ZERO SIX SEVEN TWO,सात सात आठ शून्य छः सात दो, सात सात आठ शून्य छः सात दो _END
7515,WOMAN_MJ_7515_7A, SEVEN,सात, सात _END
7516,WOMAN_MJ_7516_7B, SEVEN,सात, सात _END
7517,WOMAN_MJ_7517_847A, EIGHT FOUR SEVEN,आठ चार सात, आठ चार सात _END
7518,WOMAN_MJ_7518_85A, EIGHT FIVE,आठ पांच, आठ पांच _END
7519,WOMAN_MJ_7519_86O1363A, EIGHT SIX ZERO ONE THREE SIX THREE,आठ छः शून्य एक तीन छः तीन, आठ छः शून्य एक तीन छः तीन _END
7520,WOMAN_MJ_7520_86Z8A, EIGHT SIX ZERO EIGHT,आठ छः शून्य आठ, आठ छः शून्य आठ _END
7521,WOMAN_MJ_7521_89A, EIGHT NINE,आठ नौ, आठ नौ _END
7522,WOMAN_MJ_7522_8A, EIGHT,आठ, आठ _END
7523,WOMAN_MJ_7523_8B, EIGHT,आठ, आठ _END
7524,WOMAN_MJ_7524_9149O52A, NINE ONE FOUR NINE ZERO FIVE TWO,नौ एक चार नौ शून्य पांच दो, नौ एक चार नौ शून्य पांच दो _END
7525,WOMAN_MJ_7525_92Z75A, NINE TWO ZERO SEVEN FIVE,नौ दो शून्य सात पांच, नौ दो शून्य सात पांच _END
7526,WOMAN_MJ_7526_957OA, NINE FIVE SEVEN ZERO,नौ पांच सात शून्य, नौ पांच सात शून्य _END
7527,WOMAN_MJ_7527_984A, NINE EIGHT FOUR,नौ आठ चार, नौ आठ चार _END
7528,WOMAN_MJ_7528_98A, NINE EIGHT,नौ आठ, नौ आठ _END
7529,WOMAN_MJ_7529_9A, NINE,नौ, नौ _END
7530,WOMAN_MJ_7530_9B, NINE,नौ, नौ _END
7531,WOMAN_MJ_7531_O2433A, ZERO TWO FOUR THREE THREE,शून्य दो चार तीन तीन, शून्य दो चार तीन तीन _END
7532,WOMAN_MJ_7532_O2671A, ZERO TWO SIX SEVEN ONE,शून्य दो छः सात एक, शून्य दो छः सात एक _END
7533,WOMAN_MJ_7533_O3696A, ZERO THREE SIX NINE SIX,शून्य तीन छः नौ छः, शून्य तीन छः नौ छः _END
7534,WOMAN_MJ_7534_O4O85A, ZERO FOUR ZERO EIGHT FIVE,शून्य चार शून्य आठ पांच, शून्य चार शून्य आठ पांच _END
7535,WOMAN_MJ_7535_O666A, ZERO SIX SIX SIX,शून्य छः छः छः, शून्य छः छः छः _END
7536,WOMAN_MJ_7536_OA, ZERO,शून्य, शून्य _END
7537,WOMAN_MJ_7537_OB, ZERO,शून्य, शून्य _END
7538,WOMAN_MJ_7538_Z19ZZA, ZERO ONE NINE ZERO ZERO,शून्य एक नौ शून्य शून्य, शून्य एक नौ शून्य शून्य _END
7539,WOMAN_MJ_7539_Z5797Z2A, ZERO FIVE SEVEN NINE SEVEN ZERO TWO,शून्य पांच सात नौ सात शून्य दो, शून्य पांच सात नौ सात शून्य दो _END
7540,WOMAN_MJ_7540_Z5A, ZERO FIVE,शून्य पांच, शून्य पांच _END
7541,WOMAN_MJ_7541_Z931ZZ3A, ZERO NINE THREE ONE ZERO ZERO THREE,शून्य नौ तीन एक शून्य शून्य तीन, शून्य नौ तीन एक शून्य शून्य तीन _END
